0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
A;A;Symbol;Name;Z;abundance;Re[bc_coh];Im[bc_coh];Re[bc_inc];Im[bc_inc];sigma_coh;sigma_inc;sigma_scatt;sigma_abs;Symbol;Z;CrKafp;CrKafpp;FeKafp;FeKafpp;CuKafp;CuKafpp;MoKafp;MoKafpp;AgKafp;AgKafpp
;;;;;;;;;;;;;;;;5989eV;5989eV;7112eV;7112eV;8979eV;8979eV;20000eV;20000eV;25514eV;25514eV
160;159.925194;Dy;Dysprosium;66;2.34;6.7;;0;;5.6;0;5.6;56;Dy;66;-5.25;6.549;-6.492;5.026;-10.423;9.748;-0.619;4.41;-0.761;2.94
161;160.92693;Dy;Dysprosium;66;19;10.3;;4.9;;13.3;3;16;600;Dy;66;-5.25;6.549;-6.492;5.026;-10.423;9.748;-0.619;4.41;-0.761;2.94
162;161.926795;Dy;Dysprosium;66;25.5;-1.4;;0;;0.25;0;0.25;194;Dy;66;-5.25;6.549;-6.492;5.026;-10.423;9.748;-0.619;4.41;-0.761;2.94
163;162.928728;Dy;Dysprosium;66;24.9;5;;1.3;;3.1;0.21;3.3;124;Dy;66;-5.25;6.549;-6.492;5.026;-10.423;9.748;-0.619;4.41;-0.761;2.94
164;163.929171;Dy;Dysprosium;66;28.1;49.4;-0.79;0;;307;0;307;2840;Dy;66;-5.25;6.549;-6.492;5.026;-10.423;9.748;-0.619;4.41;-0.761;2.94
n;164.93032;Ho;Holmium;67;;8.01;;-1.7;;8.06;0.36;8.42;64.7;Ho;67;-5.04;6.958;-6.112;5.343;-12.255;3.704;-0.666;4.678;-0.765;3.124
165;164.930319;Ho;Holmium;67;100;8.01;;-1.7;;8.06;0.36;8.42;64.7;Ho;67;-5.04;6.958;-6.112;5.343;-12.255;3.704;-0.666;4.678;-0.765;3.124
n;167.259;Er;Erbium;68; ;7.79;; ;;7.63;1.1;8.7;159;Er;68;-4.878;7.387;-5.81;5.675;-9.733;3.937;-0.723;4.958;-0.773;3.316
162;161.928775;Er;Erbium;68;0.14;8.8;;0;;9.7;0;9.7;19;Er;68;-4.878;7.387;-5.81;5.675;-9.733;3.937;-0.723;4.958;-0.773;3.316
164;163.929197;Er;Erbium;68;1.56;8.2;;0;;8.4;0;8.4;13;Er;68;-4.878;7.387;-5.81;5.675;-9.733;3.937;-0.723;4.958;-0.773;3.316
166;165.93029;Er;Erbium;68;33.4;10.6;;0;;14.1;0;14.1;19.6;Er;68;-4.878;7.387;-5.81;5.675;-9.733;3.937;-0.723;4.958;-0.773;3.316
167;166.932045;Er;Erbium;68;22.9;3;;1;;1.1;0.13;1.2;659;Er;68;-4.878;7.387;-5.81;5.675;-9.733;3.937;-0.723;4.958;-0.773;3.316
168;167.932368;Er;Erbium;68;27.1;7.4;;0;;6.9;0;6.9;2.74;Er;68;-4.878;7.387;-5.81;5.675;-9.733;3.937;-0.723;4.958;-0.773;3.316
170;169.93546;Er;Erbium;68;14.9;9.6;;0;;11.6;0;11.6;5.8;Er;68;-4.878;7.387;-5.81;5.675;-9.733;3.937;-0.723;4.958;-0.773;3.316
n;168.93421;Tm;Thulium;69;100;7.07;;0.9;;6.28;0.1;6.38;100;Tm;69;-4.753;7.833;-5.565;6.022;-8.488;4.181;-0.795;5.248;-0.79;3.515
169;168.93421;Tm;Thulium;69;100;7.07;;0.9;;6.28;0.1;6.38;100;Tm;69;-4.753;7.833;-5.565;6.022;-8.488;4.181;-0.795;5.248;-0.79;3.515
n;173.04;Yb;Ytterbium;70; ;12.43;; ;;19.42;4;23.4;34.8;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
168;167.933894;Yb;Ytterbium;70;0.14;-4.07;-0.62;0;;2.13;0;2.13;2230;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
170;169.934759;Yb;Ytterbium;70;3.06;6.77;;0;;5.8;0;5.8;11.4;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
171;170.936322;Yb;Ytterbium;70;14.3;9.66;;-5.59;;11.7;3.9;15.6;48.6;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
172;171.9363777;Yb;Ytterbium;70;21.9;9.43;;0;;11.2;0;11.2;0.8;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
173;172.9382068;Yb;Ytterbium;70;16.1;9.56;;-5.3;;11.5;3.5;15;17.1;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
174;173.9388581;Yb;Ytterbium;70;31.8;19.3;;0;;46.8;0;46.8;69.4;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
176;175.942568;Yb;Ytterbium;70;12.7;8.72;;0;;9.6;0;9.6;2.85;Yb;70;-4.652;8.291;-5.361;6.378;-7.701;4.432;-0.884;5.548;-0.815;3.723
n;174.967;Lu;Lutetium;71; ;7.21;; ;;6.53;0.7;7.2;74;Lu;71;-4.58;8.759;-5.19;6.745;-7.133;4.693;-0.988;5.858;-0.847;3.937
175;174.9407679;Lu;Lutetium;71;97.39;7.24;;2.2;;6.59;0.6;7.2;21;Lu;71;-4.58;8.759;-5.19;6.745;-7.133;4.693;-0.988;5.858;-0.847;3.937
176;175.9426824;Lu;Lutetium;71;2.61;6.1;-0.57;3;0.61;4.7;1.2;5.9;2065;Lu;71;-4.58;8.759;-5.19;6.745;-7.133;4.693;-0.988;5.858;-0.847;3.937
n;178.49;Hf;Hafnium;72; ;7.7;; ;;7.6;2.6;10.2;104.1;Hf;72;-4.592;9.277;-5.088;7.148;-6.715;4.977;-1.118;6.185;-0.89;4.164
174;173.94004;Hf;Hafnium;72;0.2;10.9;;0;;15;0;15.(3.);561;Hf;72;-4.592;9.277;-5.088;7.148;-6.715;4.977;-1.118;6.185;-0.89;4.164
176;175.9414018;Hf;Hafnium;72;5.2;6.61;;0;;5.5;0;5.5;23.5;Hf;72;-4.592;9.277;-5.088;7.148;-6.715;4.977;-1.118;6.185;-0.89;4.164
177;176.94322;Hf;Hafnium;72;18.6;0.8;;0.9;;0.1;0.1;0.2;373;Hf;72;-4.592;9.277;-5.088;7.148;-6.715;4.977;-1.118;6.185;-0.89;4.164
178;177.9436977;Hf;Hafnium;72;27.1;5.9;;0;;4.4;0;4.4;84;Hf;72;-4.592;9.277;-5.088;7.148;-6.715;4.977;-1.118;6.185;-0.89;4.164
179;178.9458151;Hf;Hafnium;72;13.7;7.46;;1.06;;7;0.14;7.1;41;Hf;72;-4.592;9.277;-5.088;7.148;-6.715;4.977;-1.118;6.185;-0.89;4.164
180;179.9465488;Hf;Hafnium;72;35.2;13.2;;0;;21.9;0;21.9;13.04;Hf;72;-4.592;9.277;-5.088;7.148;-6.715;4.977;-1.118;6.185;-0.89;4.164
n;180.9479;Ta;Tantalum;73; ;6.91;; ;;6;0.01;6.01;20.6;Ta;73;-4;9.811;-4.948;7.565;-6.351;5.271;-1.258;6.523;-0.937;4.399
180;179.947466;Ta;Tantalum;73;0.012;7;; ;;6.2;0.5;7;563;Ta;73;-4;9.811;-4.948;7.565;-6.351;5.271;-1.258;6.523;-0.937;4.399
181;180.947996;Ta;Tantalum;73;99.988;6.91;;-0.29;;6;0.011;6.01;20.5;Ta;73;-4;9.811;-4.948;7.565;-6.351;5.271;-1.258;6.523;-0.937;4.399
n;183.84;W;Tungsten;74; ;4.86;; ;;2.97;1.63;4.6;18.3;W;74;-4.499;10.364;-4.823;7.996;-6.048;5.577;-1.421;6.872;-0.993;4.643
180;179.946706;W;Tungsten;74;0.1;5;;0;;3;0;3;30;W;74;-4.499;10.364;-4.823;7.996;-6.048;5.577;-1.421;6.872;-0.993;4.643
182;181.948206;W;Tungsten;74;26.3;6.97;;0;;6.1;0;6.1;20.7;W;74;-4.499;10.364;-4.823;7.996;-6.048;5.577;-1.421;6.872;-0.993;4.643
183;182.9502245;W;Tungsten;74;14.3;6.53;; ;;5.36;0.3;5.7;10.1;W;74;-4.499;10.364;-4.823;7.996;-6.048;5.577;-1.421;6.872;-0.993;4.643
184;183.9509326;W;Tungsten;74;30.7;7.48;;0;;7.03;0;7.03;1.7;W;74;-4.499;10.364;-4.823;7.996;-6.048;5.577;-1.421;6.872;-0.993;4.643
186;185.954362;W;Tungsten;74;28.6;-0.72;;0;;0.065;0;0.065;37.9;W;74;-4.499;10.364;-4.823;7.996;-6.048;5.577;-1.421;6.872;-0.993;4.643
n;186.207;Re;Rhenium;75; ;9.2;; ;;10.6;0.9;11.5;89.7;Re;75;-4.483;10.929;-4.719;8.439;-5.79;5.891;-1.598;7.232;-1.048;4.894
185;184.9529557;Re;Rhenium;75;37.4;9;;2;;10.2;0.5;10.7;112;Re;75;-4.483;10.929;-4.719;8.439;-5.79;5.891;-1.598;7.232;-1.048;4.894
187;186.9557508;Re;Rhenium;75;62.6;9.3;;2.8;;10.9;1;11.9;76.4;Re;75;-4.483;10.929;-4.719;8.439;-5.79;5.891;-1.598;7.232;-1.048;4.894
n;190.23;Os;Osmium;76; ;10.7;; ;;14.4;0.3;14.7;16;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
184;183.952491;Os;Osmium;76;0.02;10;;0;;13;0;13;3000;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
186;185.953838;Os;Osmium;76;1.58;11.6;;0;;17;0;17;80;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
187;186.9557479;Os;Osmium;76;1.6;10;; ;;13;0.3;13;320;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
188;187.955836;Os;Osmium;76;13.3;7.6;;0;;7.3;0;7.3;4.7;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
189;188.9581449;Os;Osmium;76;16.1;10.7;; ;;14.4;0.5;14.9;25;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
190;189.958445;Os;Osmium;76;26.4;11;;0;;15.2;0;15.2;13.1;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
192;191.961479;Os;Osmium;76;41;11.5;;0;;16.6;0;16.6;2;Os;76;-4.503;11.52;-4.647;8.903;-5.581;6.221;-1.816;7.605;-1.127;5.156
n;192.217;Ir;Iridium;77; ;10.6;; ;;14.1;0;14;425;Ir;77;-4.527;12.14;-4.578;9.389;-5.391;6.566;-2.066;7.99;-1.216;5.427
191;190.960591;Ir;Iridium;77;37.3; ;; ;; ; ; ;954;Ir;77;-4.527;12.14;-4.578;9.389;-5.391;6.566;-2.066;7.99;-1.216;5.427
193;192.962924;Ir;Iridium;77;62.7; ;; ;; ; ; ;111;Ir;77;-4.527;12.14;-4.578;9.389;-5.391;6.566;-2.066;7.99;-1.216;5.427
n;195.078;Pt;Platinum;78; ;9.6;; ;;11.58;0.13;11.71;10.3;Pt;78;-4.584;12.787;-4.535;9.895;-5.233;6.925;-2.352;8.388;-1.319;5.708
190;189.95993;Pt;Platinum;78;0.01;9;;0;;10;0;10;152;Pt;78;-4.584;12.787;-4.535;9.895;-5.233;6.925;-2.352;8.388;-1.319;5.708
192;191.961035;Pt;Platinum;78;0.79;9.9;;0;;12.3;0;12.3;10;Pt;78;-4.584;12.787;-4.535;9.895;-5.233;6.925;-2.352;8.388;-1.319;5.708
194;193.962664;Pt;Platinum;78;32.9;10.55;;0;;14;0;14;1.44;Pt;78;-4.584;12.787;-4.535;9.895;-5.233;6.925;-2.352;8.388;-1.319;5.708
195;194.964774;Pt;Platinum;78;33.8;8.83;;-1;;9.8;0.13;9.9;27.5;Pt;78;-4.584;12.787;-4.535;9.895;-5.233;6.925;-2.352;8.388;-1.319;5.708
196;195.964935;Pt;Platinum;78;25.3;9.89;;0;;12.3;0;12.3;0.72;Pt;78;-4.584;12.787;-4.535;9.895;-5.233;6.925;-2.352;8.388;-1.319;5.708
198;197.967876;Pt;Platinum;78;7.2;7.8;;0;;7.6;0;7.6;3.66;Pt;78;-4.584;12.787;-4.535;9.895;-5.233;6.925;-2.352;8.388;-1.319;5.708
n;196.96655;Au;Gold;79;;7.63;;-1.84;;7.32;0.43;7.75;98.65;Au;79;-4.668;13.451;-4.51;10.418;-5.096;7.297;-2.688;8.798;-1.438;5.998
197;196.966552;Au;Gold;79;100;7.63;;-1.84;;7.32;0.43;7.75;98.65;Au;79;-4.668;13.451;-4.51;10.418;-5.096;7.297;-2.688;8.798;-1.438;5.998
n;200.59;Hg;Mercury;80; ;12.692;; ;;20.24;6.6;26.8;372.3;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
196;195.965815;Hg;Mercury;80;0.2;30.3;;0;;115;0;115;3080;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
198;197.966752;Hg;Mercury;80;10.1; ;;0;; ;0; ;2;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
199;198.968262;Hg;Mercury;80;17;16.9;;15.5;;36;30;66;2150;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
200;199.968309;Hg;Mercury;80;23.1; ;;0;; ;0; ;60;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
201;200.970285;Hg;Mercury;80;13.2; ;; ;; ; ; ;7.8;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
202;201.970626;Hg;Mercury;80;29.6; ;;0;;;0;9.828;4.89;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
204;203.973476;Hg;Mercury;80;6.8; ;;0;;;0; ;0.43;Hg;80;-4.803;14.143;-4.523;10.963;-4.99;7.686;-3.084;9.223;-1.576;6.299
n;204.3833;Tl;Thallium;81; ;8.776;; ;;9.678;0.21;9.89;3.43;Tl;81;-4.945;14.86;-4.532;11.528;-4.883;8.089;-3.556;9.659;-1.73;6.61
203;202.972329;Tl;Thallium;81;29.524;6.99;;1.06;;6.14;0.14;6.28;11.4;Tl;81;-4.945;14.86;-4.532;11.528;-4.883;8.089;-3.556;9.659;-1.73;6.61
205;204.974412;Tl;Thallium;81;70.476;9.52;;-0.242;;11.39;0.007;11.4;0.104;Tl;81;-4.945;14.86;-4.532;11.528;-4.883;8.089;-3.556;9.659;-1.73;6.61
n;207.2;Pb;Lead;82; ;9.405;; ;;11.115;0.003;11.118;0.171;Pb;82;-5.161;15.595;-4.596;12.108;-4.818;8.505;-4.133;10.102;-1.91;6.93
204;203.973029;Pb;Lead;82;1.4;9.9;;0;;12.3;0;12.3;0.65;Pb;82;-5.161;15.595;-4.596;12.108;-4.818;8.505;-4.133;10.102;-1.91;6.93
206;205.974449;Pb;Lead;82;24.1;9.22;;0;;10.68;0;10.68;0.03;Pb;82;-5.161;15.595;-4.596;12.108;-4.818;8.505;-4.133;10.102;-1.91;6.93
207;206.975881;Pb;Lead;82;22.1;9.28;;0.14;;10.82;0.002;10.82;0.699;Pb;82;-5.161;15.595;-4.596;12.108;-4.818;8.505;-4.133;10.102;-1.91;6.93
208;207.976636;Pb;Lead;82;52.4;9.5;;0;;11.34;0;11.34;0.00048;Pb;82;-5.161;15.595;-4.596;12.108;-4.818;8.505;-4.133;10.102;-1.91;6.93
n;208.98038;Bi;Bismuth;83;;8.532;; ;;9.148;0.0084;9.156;0.0338;Bi;83;-5.42;16.341;-4.688;12.7;-4.776;8.93;-4.861;10.559;-2.116;7.258
209;208.980383;Bi;Bismuth;83;100;8.532;; ;;9.148;0.0084;9.156;0.0338;Bi;83;-5.42;16.341;-4.688;12.7;-4.776;8.93;-4.861;10.559;-2.116;7.258
n;208.982416;Po;Polonium;84; ; ;;0.259;;0; ; ; ;Po;84;-5.742;17.139;-4.817;13.331;-4.756;9.383;-5.924;11.042;-2.353;7.6
209;208.982416;Po;Polonium;84; ; ;;0.259;;0; ; ; ;Po;84;-5.742;17.139;-4.817;13.331;-4.756;9.383;-5.924;11.042;-2.353;7.6
n;209.987131;At;Astatine;85; ; ;; ;;0; ; ; ;At;85;-6.132;17.942;-4.992;13.969;-4.772;9.843;-7.444;9.961;-2.63;7.949
210;209.987131;At;Astatine;85; ; ;; ;;0; ; ; ;At;85;-6.132;17.942;-4.992;13.969;-4.772;9.843;-7.444;9.961;-2.63;7.949
n;222.0175705;Rn;Radon;86; ; ;; ;;0; ;12.6; ;Rn;86;-6.545;18.775;-5.173;14.629;-4.787;10.317;-8.862;10.403;-2.932;8.307
222;222.0175705;Rn;Radon;86; ; ;; ;;0; ;12.6; ;Rn;86;-6.545;18.775;-5.173;14.629;-4.787;10.317;-8.862;10.403;-2.932;8.307
n;223.0197307;Fr;Francium;87; ; ;; ;;0; ; ; ;Fr;87;-7.052;19.615;-5.402;15.299;-4.833;10.803;-7.912;7.754;-3.285;8.674
223;223.0197307;Fr;Francium;87; ; ;; ;;0; ; ; ;Fr;87;-7.052;19.615;-5.402;15.299;-4.833;10.803;-7.912;7.754;-3.285;8.674
n;226.0254026;Ra;Radium;88; ;10;;0;;13;0;13;12.8;Ra;88;-7.614;20.461;-5.659;15.977;-4.898;11.296;-7.62;8.105;-3.702;9.047
226;226.0254026;Ra;Radium;88; ;10;;0;;13;0;13;12.8;Ra;88;-7.614;20.461;-5.659;15.977;-4.898;11.296;-7.62;8.105;-3.702;9.047
n;227.027747;Ac;Actinium;89; ; ;; ;;0; ; ; ;Ac;89;-8.318;21.327;-5.976;16.668;-4.994;11.799;-7.725;8.472;-4.192;9.428
227;227.027747;Ac;Actinium;89; ; ;; ;;0; ; ; ;Ac;89;-8.318;21.327;-5.976;16.668;-4.994;11.799;-7.725;8.472;-4.192;9.428
n;232.0381;Th;Thorium;90;100;10.31;;0;;13.36;0;13.36;7.37;Th;90;-9.15;22.24;-6.313;17.397;-5.091;12.33;-8.127;8.87;-4.784;9.819
232;232.0380504;Th;Thorium;90;100;10.31;;0;;13.36;0;13.36;7.37;Th;90;-9.15;22.24;-6.313;17.397;-5.091;12.33;-8.127;8.87;-4.784;9.819
n;231.03588;Pa;Protactinium;91;0.00E+00;9.1;; ;;10.4;0.1;10.5;200.6;Pa;91;-10.382;23.161;-6.695;18.14;-5.216;12.868;-8.96;9.284;-5.555;10.227
231;231.0358789;Pa;Protactinium;91;0.00E+00;9.1;; ;;10.4;0.1;10.5;200.6;Pa;91;-10.382;23.161;-6.695;18.14;-5.216;12.868;-8.96;9.284;-5.555;10.227
n;238.02891;U;Uranium;92; ;8.417;; ;;8.903;0.005;8.908;7.57;U;92;-10.93;23.121;-7.126;18.879;-5.359;13.409;-10.673;9.654;-6.735;10.637
233;233.039628;U;Uranium;92;0.00E+00;10.1;;1;;12.8;0.1;12.9;574.7;U;92;-10.93;23.121;-7.126;18.879;-5.359;13.409;-10.673;9.654;-6.735;10.637
234;234.0409456;U;Uranium;92;0.005;12.4;;0;;19.3;0;19.3;100.1;U;92;-10.93;23.121;-7.126;18.879;-5.359;13.409;-10.673;9.654;-6.735;10.637
235;235.0439231;U;Uranium;92;0.72;10.47;;1.3;;13.78;0.2;14;680.9;U;92;-10.93;23.121;-7.126;18.879;-5.359;13.409;-10.673;9.654;-6.735;10.637
238;238.0507826;U;Uranium;92;99.275;8.402;;0;;8.871;0;8.871;2.68;U;92;-10.93;23.121;-7.126;18.879;-5.359;13.409;-10.673;9.654;-6.735;10.637
n;237.0481673;Np;Neptunium;93;0.00E+00;10.55;; ;;14;0.5;14.5;175.9;Np;93;-12.152;24.097;-7.624;19.642;-5.529;13.967;-11.158;4.148;-7.842;9.57
237;237.0481673;Np;Neptunium;93;0.00E+00;10.55;; ;;14;0.5;14.5;175.9;Np;93;-12.152;24.097;-7.624;19.642;-5.529;13.967;-11.158;4.148;-7.842;9.57
n;244.064198;Pu;Plutonium;94;; ;; ;; ; ; ; ;Pu;94;-12.28;23.658;-8.187;20.425;-5.712;14.536;-9.725;4.33;-8.473;6.999
238;238.0495534;Pu;Plutonium;94;;14.1;;0;;25;0;25;558;Pu;94;-12.28;23.658;-8.187;20.425;-5.712;14.536;-9.725;4.33;-8.473;6.999
239;239.0521565;Pu;Plutonium;94;;7.7;;1.3;;7.5;0.2;7.7;1017.3;Pu;94;-12.28;23.658;-8.187;20.425;-5.712;14.536;-9.725;4.33;-8.473;6.999
240;240.0538075;Pu;Plutonium;94;;3.5;;0;;1.54;0;1.54;289.6;Pu;94;-12.28;23.658;-8.187;20.425;-5.712;14.536;-9.725;4.33;-8.473;6.999
242;242.0587368;Pu;Plutonium;94;;8.1;;0;;8.2;0;8.2;18.5;Pu;94;-12.28;23.658;-8.187;20.425;-5.712;14.536;-9.725;4.33;-8.473;6.999
n;243.0613727;Am;Americium;95;;8.3;;2;;8.7;0.3;9;75.3;Am;95;-12.771;24.607;-8.872;21.173;-5.93;15.087;-8.926;4.511;-7.701;7.296
243;243.0613727;Am;Americium;95;;8.3;;2;;8.7;0.3;9;75.3;Am;95;-12.771;24.607;-8.872;21.173;-5.93;15.087;-8.926;4.511;-7.701;7.296
n;247.070347;Cm;Curium;96;; ;;0;; ; ; ;;Cm;96;-13.513;25.54;-9.743;21.896;-6.176;15.634;-8.416;4.697;-7.388;7.589
244;244.0627463;Cm;Curium;96;;9.5;;0;;11.3;0;11.3;16.2;Cm;96;-13.513;25.54;-9.743;21.896;-6.176;15.634;-8.416;4.697;-7.388;7.589
246;246.0672176;Cm;Curium;96;;9.3;;0;;10.9;0;10.9;1.36;Cm;96;-13.513;25.54;-9.743;21.896;-6.176;15.634;-8.416;4.697;-7.388;7.589
248;248.072342;Cm;Curium;96;;7.7;;0;;7.5;0;7.5;3;Cm;96;-13.513;25.54;-9.743;21.896;-6.176;15.634;-8.416;4.697;-7.388;7.589
